Phase Number,Phase Name,Comic Name,Comic Link on LoCG
I,THE SILVER & BRONZE AGE FORMATIONS,Fantastic Four Epic Collection: The World's Greatest Comic Magazine,https://leagueofcomicgeeks.com/comic/6948838/fantastic-four-epic-collection-the-worlds-greatest-comic-magazine-tp
I,THE SILVER & BRONZE AGE FORMATIONS,Fantastic Four Epic Collection: The Master Plan of Doctor Doom,https://leagueofcomicgeeks.com/comic/3464929/fantastic-four-epic-collection-the-master-plan-of-doctor-doom-tp
I,THE SILVER & BRONZE AGE FORMATIONS,The Avengers Omnibus Vol. 1,https://leagueofcomicgeeks.com/comic/5296680/the-avengers-omnibus-vol-1-hc
I,THE SILVER & BRONZE AGE FORMATIONS,The X-Men Omnibus Vol. 1,https://leagueofcomicgeeks.com/comic/4646630/x-men-omnibus-vol-1-hc
I,THE SILVER & BRONZE AGE FORMATIONS,The Amazing Spider-Man Omnibus Vol. 1,https://leagueofcomicgeeks.com/comic/6124176/the-amazing-spider-man-omnibus-vol-1-hc
I,THE SILVER & BRONZE AGE FORMATIONS,Fantastic Four Epic Collection: The Coming of Galactus,https://leagueofcomicgeeks.com/comic/1148394/fantastic-four-epic-collection-the-coming-of-galactus-tp
I,THE SILVER & BRONZE AGE FORMATIONS,The Avengers Omnibus Vol. 2,https://leagueofcomicgeeks.com/comic/2772231/the-avengers-omnibus-vol-2-hc
I,THE SILVER & BRONZE AGE FORMATIONS,The X-Men Omnibus Vol. 2,https://leagueofcomicgeeks.com/comic/7482127/x-men-omnibus-vol-2-hc
I,THE SILVER & BRONZE AGE FORMATIONS,The Amazing Spider-Man Omnibus Vol. 2,https://leagueofcomicgeeks.com/comic/3973023/the-amazing-spider-man-omnibus-vol-2-hc?variant=1338085
I,THE SILVER & BRONZE AGE FORMATIONS,Silver Surfer Epic Collection: When Calls Galactus,https://leagueofcomicgeeks.com/comic/2087898/silver-surfer-epic-collection-when-calls-galactus-tp?variant=1143367
I,THE SILVER & BRONZE AGE FORMATIONS,Guardians of the Galaxy Epic Collection: Earth Shall Overcome,https://leagueofcomicgeeks.com/comic/2547471/guardians-of-the-galaxy-epic-collection-earth-shall-overcome-tp
I,THE SILVER & BRONZE AGE FORMATIONS,Spider-Man: Blue,https://leagueofcomicgeeks.com/comic/6858951/spider-man-blue-tp?variant=6520685
I,THE SILVER & BRONZE AGE FORMATIONS,Luke Cage Epic Collection: Retribution,https://leagueofcomicgeeks.com/comic/7133406/luke-cage-epic-collection-retribution-tp
I,THE SILVER & BRONZE AGE FORMATIONS,The Avengers Omnibus Vol. 3,https://leagueofcomicgeeks.com/comic/3857489/the-avengers-omnibus-vol-3-hc
I,THE SILVER & BRONZE AGE FORMATIONS,The Avengers: The Kree-Skrull War,https://leagueofcomicgeeks.com/comic/4886955/the-avengers-the-kree-skrull-war-tp
I,THE SILVER & BRONZE AGE FORMATIONS,The Amazing Spider-Man Omnibus Vol. 3,https://leagueofcomicgeeks.com/comic/2862196/the-amazing-spider-man-omnibus-vol-3-hc?variant=4027141
I,THE SILVER & BRONZE AGE FORMATIONS,The Defenders Omnibus Vol. 1,https://leagueofcomicgeeks.com/comic/7451388/the-defenders-omnibus-vol-1-hc
I,THE SILVER & BRONZE AGE FORMATIONS,Iron Fist Epic Collection: The Fury of Iron Fist,https://leagueofcomicgeeks.com/comic/5084369/iron-fist-epic-collection-the-fury-of-iron-fist-tp?variant=8090570
I,THE SILVER & BRONZE AGE FORMATIONS,Adam Warlock Omnibus,https://leagueofcomicgeeks.com/comic/2824462/adam-warlock-omnibus-hc?variant=5695699
I,THE SILVER & BRONZE AGE FORMATIONS,The Amazing Spider-Man Omnibus Vol. 4,https://leagueofcomicgeeks.com/comic/8544293/the-amazing-spider-man-omnibus-vol-4-hc
I,THE SILVER & BRONZE AGE FORMATIONS,Nova: Richard Rider Omnibus,https://leagueofcomicgeeks.com/comic/4708153/nova-richard-rider-omnibus-hc
I,THE SILVER & BRONZE AGE FORMATIONS,The Defenders Omnibus Vol. 2,https://leagueofcomicgeeks.com/comic/2262152/the-defenders-omnibus-vol-2-hc
I,THE SILVER & BRONZE AGE FORMATIONS,Guardians of the Galaxy Epic Collection: Quest for the Shield,https://leagueofcomicgeeks.com/comic/4175298/guardians-of-the-galaxy-epic-collection-quest-for-the-shield-tp
I,THE SILVER & BRONZE AGE FORMATIONS,The Amazing Spider-Man Omnibus Vol. 5,https://leagueofcomicgeeks.com/comic/6013864/the-amazing-spider-man-omnibus-vol-5-hc?variant=5960005
I,THE SILVER & BRONZE AGE FORMATIONS,The Avengers Omnibus Vol. 4,https://leagueofcomicgeeks.com/comic/9997732/the-avengers-omnibus-vol-4-hc
I,THE SILVER & BRONZE AGE FORMATIONS,The Avengers Omnibus Vol. 5,https://leagueofcomicgeeks.com/comic/7552595/the-avengers-omnibus-vol-5-hc
I,THE SILVER & BRONZE AGE FORMATIONS,The Avengers Omnibus Vol. 6,https://leagueofcomicgeeks.com/comic/4201771/the-avengers-omnibus-vol-6-hc
I,THE SILVER & BRONZE AGE FORMATIONS,Guardians of the Galaxy Epic Collection: Homecoming,https://leagueofcomicgeeks.com/comic/3068017/guardians-of-the-galaxy-epic-collection-homecoming-tp
II,THE 1980S,Luke Cage Epic Collection: The Fire This Time,https://leagueofcomicgeeks.com/comic/4419946/luke-cage-epic-collection-the-fire-this-time-tp
II,THE 1980S,Power Man and Iron Fist Epic Collection: Heroes for Hire,https://leagueofcomicgeeks.com/comic/4939011/power-man-and-iron-fist-epic-collection-heroes-for-hire-tp
II,THE 1980S,Power Man and Iron Fist Epic Collection: Revenge,https://leagueofcomicgeeks.com/comic/1839257/power-man-and-iron-fist-epic-collection-revenge-tp
II,THE 1980S,Uncanny X-Men Omnibus Vol. 1,https://leagueofcomicgeeks.com/comic/1449157/uncanny-x-men-omnibus-vol-1-hc?variant=3836252
II,THE 1980S,Fantastic Four by John Byrne Omnibus Vol. 1,https://leagueofcomicgeeks.com/comic/8033474/fantastic-four-by-john-byrne-omnibus-vol-1-hc?variant=3790838
II,THE 1980S,Spider-Man by Roger Stern Omnibus,https://leagueofcomicgeeks.com/comic/5781713/spider-man-by-roger-stern-omnibus-hc
II,THE 1980S,Daredevil by Frank Miller & Klaus Janson Omnibus,https://leagueofcomicgeeks.com/comic/9364884/daredevil-by-frank-miller-klaus-janson-omnibus-hc?variant=2218780
II,THE 1980S,Thor by Walter Simonson Omnibus,https://leagueofcomicgeeks.com/comic/1350507/the-mighty-thor-by-walter-simonson-omnibus-hc
II,THE 1980S,Avengers: West Coast Avengers Omnibus Vol. 1,https://leagueofcomicgeeks.com/comic/9775755/avengers-west-coast-avengers-omnibus-vol-1-hc
II,THE 1980S,Uncanny X-Men Omnibus Vol. 2,https://leagueofcomicgeeks.com/comic/8806419/uncanny-x-men-omnibus-vol-2-hc?variant=6199811
II,THE 1980S,Fantastic Four by John Byrne Omnibus Vol. 2,https://leagueofcomicgeeks.com/comic/6459818/fantastic-four-by-john-byrne-omnibus-vol-2-hc?variant=8966418
II,THE 1980S,The Amazing Spider-Man: The Saga of the Alien Costume,https://leagueofcomicgeeks.com/comic/2262443/the-amazing-spider-man-the-saga-of-the-alien-costume-tp
II,THE 1980S,Marvel Super Heroes Secret Wars,https://leagueofcomicgeeks.com/comic/6684355/marvel-super-heroes-secret-wars-tp-third-edition?variant=5363909
II,THE 1980S,Secret Wars II Omnibus,https://leagueofcomicgeeks.com/comic/7311754/secret-wars-ii-omnibus-hc?variant=5540455
II,THE 1980S,The Avengers by John Byrne Omnibus,https://leagueofcomicgeeks.com/comic/2353479/the-avengers-by-john-byrne-omnibus-hc
II,THE 1980S,Wolverine Omnibus Vol. 1,https://leagueofcomicgeeks.com/comic/3697335/wolverine-omnibus-vol-1-hc?variant=6683232
II,THE 1980S,"X-Men Epic Collection: God Loves, Man Kills",https://leagueofcomicgeeks.com/comic/6241683/x-men-epic-collection-god-loves-man-kills-tp
II,THE 1980S,Avengers: West Coast Avengers Omnibus Vol. 2,https://leagueofcomicgeeks.com/comic/7160040/avengers-west-coast-avengers-omnibus-vol-2-hc
II,THE 1980S,Power Man and Iron Fist Epic Collection: Doombringer,https://leagueofcomicgeeks.com/comic/7837937/power-man-and-iron-fist-epic-collection-doombringer-tp
II,THE 1980S,Avengers: Under Siege,https://leagueofcomicgeeks.com/comic/5068621/avengers-under-siege-hc
II,THE 1980S,X-Men Epic Collection: Mutant Massacre,https://leagueofcomicgeeks.com/comic/1548306/x-men-epic-collection-mutant-massacre-tp
II,THE 1980S,Daredevil: Born Again,https://leagueofcomicgeeks.com/comic/4393619/daredevil-born-again-second-edition-tp?variant=2792947
II,THE 1980S,Spider-Man: Kraven's Last Hunt,https://leagueofcomicgeeks.com/comic/3886264/spider-man-kravens-last-hunt-deluxe-edition-hc
II,THE 1980S,The Punisher Epic Collection: Circle of Blood,https://leagueofcomicgeeks.com/comic/9403616/the-punisher-epic-collection-circle-of-blood-tp?variant=6085674
II,THE 1980S,Daredevil by Nocenti & Romita Jr. Omnibus Vol. 1,https://leagueofcomicgeeks.com/comic/8532413/daredevil-by-nocenti-romita-jr-omnibus-vol-1-hc
II,THE 1980S,Power Man and Iron Fist Epic Collection: Hardball,https://leagueofcomicgeeks.com/comic/4989703/power-man-and-iron-fist-epic-collection-hardball-tp
II,THE 1980S,Avengers: Assault on Olympus,https://leagueofcomicgeeks.com/comic/8949491/avengers-assault-on-olympus-hc
II,THE 1980S,Daredevil Epic Collection: A Touch of Typhoid,https://leagueofcomicgeeks.com/comic/7476852/daredevil-epic-collection-a-touch-of-typhoid-tp
II,THE 1980S,Daredevil by Nocenti & Romita Jr. Omnibus Vol. 2,https://leagueofcomicgeeks.com/comic/4645842/daredevil-by-nocenti-romita-jr-omnibus-vol-2-hc?variant=8289990
II,THE 1980S,X-Men Epic Collection: Fall of the Mutants,https://leagueofcomicgeeks.com/comic/5959653/x-men-epic-collection-fall-of-the-mutants-tp
II,THE 1980S,The Avengers: The Once and Future Kang,https://leagueofcomicgeeks.com/comic/4364039/the-avengers-the-once-and-future-kang-tp
II,THE 1980S,X-Men: Inferno Omnibus,https://leagueofcomicgeeks.com/comic/7744796/x-men-inferno-omnibus-hc?variant=4309470
II,THE 1980S,The Amazing Spider-Man by David Michelinie & Todd McFarlane Omnibus,https://leagueofcomicgeeks.com/comic/8540109/the-amazing-spider-man-by-david-michelinie-todd-mcfarlane-omnibus-hc?variant=1689003
III,THE 1990S,Daredevil Epic Collection: The Man Without Fear,https://leagueofcomicgeeks.com/comic/7991829/daredevil-epic-collection-the-man-without-fear-tp
III,THE 1990S,The Infinity Gauntlet Omnibus,https://leagueofcomicgeeks.com/comic/1534078/the-infinity-gauntlet-omnibus-hc
III,THE 1990S,Fantastic Four Epic Collection: Into the Time Stream,https://leagueofcomicgeeks.com/comic/4674078/fantastic-four-epic-collection-into-the-time-stream-tp
III,THE 1990S,X-Men by Chris Claremont & Jim Lee Omnibus Vol. 1,https://leagueofcomicgeeks.com/comic/5664583/x-men-by-chris-claremont-jim-lee-omnibus-vol-1-hc
